tweet_id,tweet,sarcastic,rephrase,dialect
,كل يوم يعددي يثبت ان اسرائيل دي بلد شوربة واخدة قوتها فالإعلام وبس,1,اسرئيل مجرد فقاعة يتداولها الأعلام,nile
,على قد ايدينا و ماحدش ليه خير علينا,1,ماشيين بستر ربنا علي اد حالنا ومش مستنيين مساعدة من حد,nile
,الشاب السعودي لو تدق عليه شغاله بالغلط عادي يرجع يدق عليها ويقولها : ترا ارتحت لصوتك وانتي غير عن كل الشغالات :smiling_face:,1,الشاب السعودي يعجب بأى صوت بنت حتى لو شغالة ,gulf
498.0,فيفي بتعمل نفسها هابله عشان تتجنب قضيه تحريض على الفسق,1,فيفي تتصنع التخلف علشان تتهرب من قضية التحريض على الفسق,nile
,محمد صلاح فخر العرب,1,لاعب عالمى يشعر كل عربى يشاهده بالفخر,nile
,الفوخ و الزوخ و العشاء قرنينة,1,التبجح و العشاء اعشاب,magreb
96.0,منين ممثله محترمه ومنين ربنا يتوب عليها من التمثيل (المحترم )!!,1,ربنا يتوب على الممثلة دى من التمثيل كان التمثيل ذنب يجب التوبه منة,nile
,محمد صلاح فخر العرب,1,لاعب عالمى يشعر كل عربى يشاهده بالفخر,nile
,الولد ده فى الذكاء زى ابوه هذا الشبل من ذاك الاسد,1,الولد والاب أغبياء,nile
,با واد كفايه هتتكفى على وشك وتتعور,1,اخلص وانزل يلا هتنزل على وشك وتتصاب,nile
,نظام تعليمي ينتج الفشلة والغشاشين,0,لا عاوزين تنجحوهم ولا عاوزين تغششوهم ينتحروا يعني,nile
,العيون البصاصة تندب فيها رصاصة,1,الناس الحسودة تستاهل كل شر ,nile
,هذا العبد حاط روحو ما يخراش,1,هذا الإنسان متكبر كثيرا,magreb
,هى مش خيبة الأمل راكبة جمل اومال معايا بتيجى بسرعة ليه,1,مش للحق اخد نفسى الخيبات بتيجى ورا بعض,nile
,قالو تعرفشي العلم قالو نزيد فيه,1,هذا متعالم,magreb
297.0,ليس معنى أنى أشرب  القهوة على دائما  أنى سأكون منتبه,0,استمرارية القهوة لا تعنى حتمية الفوقان,nile
,كريمات كريمات كريمات وداعا للتجعيد,1,لا يوجد كريم نافع لإزالة التجاعيد,nile
,الناس لسه بتتجوز بردو لا حول والا قوة الا بالله ماحدش بيتعظ,1,يعنى الجواز كله مشاكل ماحدش بياخد عبره من الناس اللى قبله,nile
,بعد علاقة غير شرعية دامة عشرين سنة أمريكا تطلق أفغانستان بثلاث,1,أستقلال أفغانستان,msa
,هو كله عيوب,0,من كان بيته من زجاج، لا يقذف الناس بالحجارة,nile
,دمك تقيل,0,يخرب بيت خفة دم ابوك وامك اللى جابوك,levant
301.0,هو مالوش امان و غدار,0,زى الديب طبعه غريب ان شفته هرب وان ماشفته وثب,msa
,الواد ده ذكي اوي لابس التيشرت مشقلب,1,الواد غبي مش عارف يلبس التيشرت,nile
383.0,و ده الزمالك اللى منيم أفريقيا من المغرب بس هو مجهد شويه,1,و ده الزمالك اللى فاشل فى افريقيا ويخسر كثيرا,nile
657.0,وحمو وشاكوش وكزبره وبقدنوس هما دول اولاد الذوات وخريجى الجامعات هما البلطجية والسرسجيه,1,حمو وشاكوش واللى زيهم بلطجية,nile
,شخص بلا اهداف واضحه فى حياته,0,الواد دا حكايته على الله,nile
,حر الخليج أشد من أثيوبيا والصومال,0,استـريحـي يـا أثيوبيـا ، استـريجي يـا الصـومـال ، جووو الخليج يـذوب النعــال xD,msa
59.0,دايما البنات لسانها طويل وخصوصا البنت القصيرة,0,هل تعلم ان البنت القصيرة ربنا عوضها في لسانها,nile
376.0,انت اكيد مش انت وانت جعان ، كل كويس احسنلك,1,إنه يتغير لما مش بياكل كويس ويتغير,nile
313.0,دمك تقيل,0,يخرب بيت خفة دم ابوك وامك اللى جابوك,levant
,واحد قال لمو بغيت نتزوج بوحدة بيضاء وطويلة وخدامة قالت له خد الثلاجة,1,المواصفات لي بغا فالزوجة كينين غير فالتلاجة,magreb
,ماتش سهل امام منافس ضعيف,0,ماتش صعب ايه بس ده الفرقه كانت بتقابل نفسها,nile
,غلو اسعار تذاكر المترو,0,عارف ليه غلو تذاكر المترو؟ علشان الشمال كترو,nile
,تقول تجري موراك الكلاب,1,انت تمشي بسرعة,magreb
577.0,مفيش راجل بيدافع عن حد دلوقتى,0,الرجاله ماتت في الحرب,nile
744.0,يا شين السرج على البقر,1,ما أقبح السرج على البقر,gulf
,ان الناس خطر علي بعضهم,0,اكبر خطر يهدد الانسان في هذه الدنيا هو الانسان,nile
27.0,تبدلني أنا بكل وزني بهذه النحيلة,0,تبدلني أنا 90 كيلو شحم ولحم بزوج كيلو بطاطا,magreb
,و يا ترى ده دكتور و لا عيان,1,الدكتور شغله مبهدل زى العيان,nile
,محمد رمضان أخذ الدكتوراة الفخرية يالا سخرية القدر,1,محمد رمضان اخد دكتوراة لا يستحقها,msa
134.0,هي اللي فالصوره دي عامله مظاهره عشان تتجوز ياخي من بختنا الأسود,1,بنات لبنان القمرات عندهم عنوسة وعندنا الفتيات يتمنعن,nile
,وما فائدة كل ما تفعله وانت قد خسرت الدوري,0,اللى معاه قرش محيره يجيب نجمه ويعمل احتفال بخسارة الدورى,nile
,أنت حياتك صعبة ومش طبيعية ,0,هو أنت كدة عايش؟ يا بني دا أنت ميت بالحياة,nile
,هاي السنة فش احلى منها :exploding_head::face_with_tears_of_joy:,1,هاي السنة مش حلوة,levant
,الناس بتشتري لب وسوداني وفي وقت المشكله دلوقت,0,الناس بتشتري لب ولا اكننا في العيد مش في اعصار,nile
,الجواز زى الحمام الى جوه هيموت ويخرج والى بره هيموت ويدخل,1,الجواز صعب لكن الكل عاوز يجرب والكل يصدم من المسؤليه,nile
,كلمة يا ريت ما بتعمر بيت,1,ان لما تندم علي اللي حصل وتقول ياريت مش هيعمر بيتك ولا هيكسبك,nile
309.0,الاكل فى الشبعان خساره,1,لاتعطى من لا يحتاج,msa
372.0,البنات المصرية بتبالغ في مهر الجواز ومصاريف الجواز عموما,0,و سعاد حناكة هنا عايزة 100 الف جنيه مهر,nile
,الاكل فى الشبعان خساره,1,لاتعطى من لا يحتاج,msa
610.0,المكياج يخفي القباحه,0,تحت المكباج الخادع يوجد قمرا ساطع او نوع من انواع الضفادع,nile
,دراسة طبية أن الحشيش بيعالج الكورونا,1,الفتاوي الوهمية اللي مالية الدنيا علي علاج الكورونا,nile
,با واد كفايه هتتكفى على وشك وتتعور,1,اخلص وانزل يلا هتنزل على وشك وتتصاب,nile
25.0,انتاج ضعيف وجوده رديئه للفيلم,0,ميزانية الفيلم ده ماتعديش التسعه جنيه ونص ويقولك ان السينما عندنا قويه ومصروف عليها,nile
12.0,الكرونا وقفت حال اللصوص,0,اللصوص مفيش اتعس منهم الناس قاعدة في البيوت ولو حبوا يتوبوا فالمساجد مقفولة,nile
,نقص وزنك,0,يا بن عمي روح نقص شوية راك تبان كي الدب,magreb
,قليل الحظ قليل الفرص,0,قليل البخت يلاقى العظم فى اللحمة,nile
,ان وجود الحزم مش مسموح بيه وسط الفرح,0,جت الحزينه تفرح شغلت شريط حكيم وقعدت ترقص,nile
,يا شين السرج على البقر,1,ما أقبح السرج على البقر,gulf
,الفوخ و الزوخ و العشاء قرنينة,1,التبجح و العشاء اعشاب,magreb
,عندما تفقد الاحا قدرتها على التعبير لابد ان ياتي الشخير طوابير,1,لا تكفي صيحات الاحتجاج بل لابد من احتجاج اقوى,nile
407.0,ده واحد ما يعرفش اي حاجة,0,ده واحد ما يعرفش كوعه منبوعه,nile
,فيه ٣ في القاهرة حابسين نفسهم في بيوتهم حد يقولهم ينزلوا علشان نكمل لمتنا.,1,القاهرة زحمة ومفيش اهتمام بالعزل المنزلي,nile
,انت عارف يا ريس الشخص ده جزمته بعشرة من عينتك,1,الشخص ده افضل منك بكثير,nile
177.0,انت نفسك مبتعملش بكلامك,0,كان القرد نفع نفسه يسطا,nile
,سريع جدا,0,دا سايق بسرعة جدا فاكر نفسه طيار,nile
,افشل مدرب للمنتخب المصري هو حسام البدري,0,طيب خد عمك حسام البدري فى ايدك و مسمعش صوت حد فيكم,nile
,بس عامل فيها أسد علينا,1,شديد فقط علينا,nile
,الخوازيق فى حياتى زى المناديل اسحب واحد يطلع التانى,1,كل شويه منغصات لحياتى مش بعرف اخد نفسى,nile
640.0,الوضع لوز,1,الوضع ممتاز,levant
317.0,كله حمله امال مين اللي هتيضرب,1,كل الناس ساعدت فى حمله ولم يوجد أحد ضربه,nile
